instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,log_holiday,sqrt_holiday,boxcox_holiday,log_casual,sqrt_casual,boxcox_casual
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,0.0,0.0,0.0,7.201170883281678,36.60601043544625,26.697193515066054
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,0.0,0.0,0.0,7.8407064517494,50.40833264451424,33.23457674822388
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,0.0,0.0,0.0,4.795790545596741,10.954451150103322,11.002892211710387
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,0.0,0.0,0.0,5.278114659230517,13.96424004376894,13.290493730954186
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,0.0,0.0,0.0,6.251903883165888,22.759613353482084,19.09011486629447
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,0.0,0.0,0.0,6.486160788944089,25.592967784139454,20.76547322341427
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,0.0,0.0,0.0,6.16541785423142,21.79449471770337,18.50158600192841
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,0.0,0.0,0.0,6.922643891475888,31.843366656181317,24.229667637649786
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,0.0,0.0,0.0,7.02197642307216,33.46640106136302,25.085425276254114
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,0.0,0.0,0.0,7.709756864454165,47.21228653645151,31.78888010146748
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,0.0,0.0,0.0,6.501289670540389,25.787593916455254,20.87789584111766
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,0.0,0.0,0.0,6.483107351457199,25.553864678361276,20.74284679187165
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,0.0,0.0,0.0,6.504288173536645,25.826343140289914,20.900240140939832
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,0.0,0.0,0.0,6.639875833826536,27.640549922170507,21.932547182619825
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,0.0,0.0,0.0,6.975413927455952,32.69556544854363,24.681015694178015
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,0.0,0.0,0.0,7.822845290279774,49.95998398718719,33.03392713035444
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,0.0,0.0,0.0,7.666690200080086,46.20606020859169,31.326055006434938
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,0.0,0.0,0.0,6.9167150203536085,31.74901573277509,24.179415491616425
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,0.0,0.0,0.0,6.6052979209482015,27.16615541441225,21.665165050371645
495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,0.0,0.0,0.0,6.431331081933479,24.899799195977465,20.362407762963265
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,0.0,0.0,0.0,6.934397209928558,32.03123475609393,24.329559290457325
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,0.0,0.0,0.0,7.1853870155804165,36.318039594669756,26.551615390260597
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,0.0,0.0,0.0,7.872073979866873,51.20546845796843,33.58964494089257
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,0.0,0.0,0.0,7.6838639802564295,46.604720790924176,31.50987903433575
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,0.0,0.0,0.0,5.8377304471659395,18.49324200890693,16.40903486380096
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,0.0,0.0,0.0,6.439350371100098,25.0,20.42093404802437
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,0.0,0.0,0.0,6.899723107284872,31.480152477394387,24.0359035434806
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,0.0,0.0,0.0,7.1252830915107115,35.24202037341219,26.00371494254738
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,0.0,0.0,0.0,7.3277805384216315,39.0,27.890980528414097
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,0.0,0.0,0.0,8.134760782418645,58.39520528262573,36.702141429537626
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,0.0,0.0,0.0,7.902857191280582,52.0,33.94145939767188
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,0.0,0.0,0.0,6.447305862541213,25.099800796022265,20.47913813715647
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,0.0,0.0,0.0,6.709304340258298,28.61817604250837,22.47812062568953
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,0.0,0.0,0.0,6.642486801367256,27.676705006196094,21.95285331545377
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,0.0,0.0,0.0,6.966024187106113,32.54228019054596,24.600165222429588
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,0.0,0.0,0.0,7.257002707092073,37.64306044943742,27.21787555621661
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,0.0,0.0,0.0,7.957177323459475,53.43220002957018,34.570489994492206
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,0.0,0.0,0.0,8.096817470572319,57.29746940310715,36.23680999278752
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,0.6931471805599453,1.0,0.019912573119965735,7.846980982138788,50.566787519082126,33.30532702203182
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,0.0,0.0,0.0,6.78105762593618,29.664793948382652,23.054391385873313
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,0.0,0.0,0.0,6.61472560020376,27.294688127912362,21.73778395785131
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,0.0,0.0,0.0,7.00397413672268,33.166247903554,24.928379899583305
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,0.0,0.0,0.0,6.280395838960195,23.08679276123039,19.287467961713414
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,0.0,0.0,0.0,7.935945103353701,52.86775955154521,34.32336242634751
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,0.0,0.0,0.0,7.822044008185619,49.93996395673509,33.02495156383463
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,0.0,0.0,0.0,6.977281341630747,32.72613634390714,24.69712305837663
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,0.0,0.0,0.0,6.876264611890766,31.11269837220809,23.83900910622965
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,0.0,0.0,0.0,6.93537044601511,32.046840717924134,24.33784710856681
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,0.0,0.0,0.0,6.946013991099227,32.218007387174026,24.428647479656348
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,0.0,0.0,0.0,7.305860032684009,38.57460304397182,27.680939044637803
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,0.0,0.0,0.0,7.904334842085095,52.03844732503075,33.9584314210343
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,0.0,0.0,0.0,7.707512194600341,47.15930449020638,31.764604902025972
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,0.0,0.0,0.0,6.925595197110468,31.89043743820395,24.254716748980634
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,0.0,0.0,0.0,6.169610732491456,21.840329667841555,18.529756979578732
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,0.0,0.0,0.0,7.068172000388042,34.249087579087416,25.492436753746997
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,0.0,0.0,0.0,7.074116816197362,34.351128074635334,25.545237250234234
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,0.0,0.0,0.0,7.355001921105257,39.534794801541594,28.15380209665375
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,0.0,0.0,0.0,7.994294986415977,54.433445601027316,35.006424695018595
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,0.0,0.0,0.0,7.876638460975463,51.32250968142536,33.64160039254299
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,0.0,0.0,0.0,6.483107351457199,25.553864678361276,20.74284679187165
536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,0.0,0.0,0.0,6.876264611890766,31.11269837220809,23.83900910622965
537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,0.0,0.0,0.0,6.771935555839602,29.5296461204668,22.980418932457486
538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,0.0,0.0,0.0,6.658011045870748,27.892651361962706,22.073927883049585
539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,0.0,0.0,0.0,6.872128101338986,31.04834939252005,23.80443780244031
540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,0.0,0.0,0.0,7.885329239273191,51.54609587543949,33.74072637029674
541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,0.0,0.0,0.0,7.844632644464681,50.50742519669756,33.278831608142504
542,2012-06-25,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,0.0,0.0,0.0,7.038783541388542,33.74907406137241,25.232834712039445
543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,0.0,0.0,0.0,6.982862751468942,32.817678162843876,24.745320875429993
544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,0.0,0.0,0.0,6.982862751468942,32.817678162843876,24.745320875429993
545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,0.0,0.0,0.0,6.826545223556594,30.347981810987037,23.42638512049717
546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,0.0,0.0,0.0,6.721425700790643,28.792360097775937,22.574576373711672
547,2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,0.0,0.0,0.0,7.283448228756631,38.144462245521304,27.467655148152282
548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,0.0,0.0,0.0,7.259819610363186,37.69615364994153,27.24438440222252
549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,0.0,0.0,0.0,6.807934943699926,30.066592756745816,23.27355985067557
550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,0.0,0.0,0.0,6.959398512133975,32.43454948045371,24.54325570549613
551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,0.6931471805599453,1.0,0.019912573119965735,7.848933726364071,50.61620293937506,33.32737374211802
552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,0.0,0.0,0.0,7.2485040723706105,37.48332962798263,27.13803762988296
553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,0.0,0.0,0.0,7.220373836723949,36.959437225152655,26.875266251131105
554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,0.0,0.0,0.0,7.278628942320682,38.05259518088089,27.421984537236284
555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,0.0,0.0,0.0,7.093404625868766,34.68429039204925,25.71721624488668
556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,0.0,0.0,0.0,6.906754778648554,31.591137997862628,24.095200979850727
557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,0.0,0.0,0.0,6.86171134048073,30.886890422961002,23.71757408527008
558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,0.0,0.0,0.0,6.883462586413092,31.22498999199199,23.899272303819497
559,2012-07-12,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,0.0,0.0,0.0,6.940222469119639,32.12475680841802,24.379202829590835
560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,0.0,0.0,0.0,7.321188556739478,38.87158345115362,27.827666812445973
561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,0.0,0.0,0.0,7.764720544771477,48.52834223420371,32.38857204144993
562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,0.0,0.0,0.0,7.560601162768557,43.81780460041329,30.21186623839227
563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,0.0,0.0,0.0,6.9930151229329605,32.984845004941285,24.833204167586363
564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,0.0,0.0,0.0,6.826545223556594,30.347981810987037,23.42638512049717
565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,0.0,0.0,0.0,6.684611727667927,28.26658805020514,22.28274268185213
566,2012-07-19,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,0.0,0.0,0.0,6.790097235513905,29.79932885150268,23.12790103710478
567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,0.0,0.0,0.0,6.617402977974478,27.331300737432898,21.758445669208378
568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,0.0,0.0,0.0,7.142827401161621,35.552777669262355,26.162597055048657
569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,0.0,0.0,0.0,7.841885928984623,50.438080851673966,33.24786582096889
570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,0.0,0.0,0.0,7.035268599281097,33.689761055846034,25.20194305386614
571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,0.0,0.0,0.0,7.039660349862076,33.76388603226827,25.24054591811989
572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,0.0,0.0,0.0,7.232733136177615,37.1887079635741,26.990436342649893
573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,0.0,0.0,0.0,6.9440872082295275,32.18695387886216,24.412187908138524
574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,0.0,0.0,0.0,7.138866999945524,35.482389998420345,26.126656196061706
575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,0.0,0.0,0.0,7.711996507047669,47.265209192385896,31.81311771220382
576,2012-07-29,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,0.0,0.0,0.0,7.675081857716334,46.400431032480725,31.41575548204095
577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,0.0,0.0,0.0,6.947937068614969,32.2490309931942,24.445085168023052
578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,0.0,0.0,0.0,6.876264611890766,31.11269837220809,23.83900910622965
579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,0.0,0.0,0.0,6.980075940561763,32.77193921634788,24.721245207441285
580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,0.0,0.0,0.0,6.891625897052253,31.352830813181765,23.967779859272742
581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,0.0,0.0,0.0,7.192182058713246,36.4417343165772,26.614200596974804
582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,0.0,0.0,0.0,7.76046702921342,48.425200051213004,32.34179892642023
583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,0.0,0.0,0.0,7.443078374348516,41.31585652022719,29.019478506854586
584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,0.0,0.0,0.0,7.1180162044653335,35.11409973215888,25.938157402950786
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,0.0,0.0,0.0,7.153833801578843,35.749125863438955,26.262711917769472
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,0.0,0.0,0.0,7.142036574706803,35.53871128783372,26.155416748129785
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,0.0,0.0,0.0,7.087573705557973,34.583232931581165,25.66511698575368
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,0.0,0.0,0.0,6.97166860472579,32.63433774416144,24.648738434583684
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,0.0,0.0,0.0,7.717796211013582,47.40253157796533,31.87596060224202
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,0.0,0.0,0.0,7.688455356549944,46.71188285650665,31.55918943661933
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,0.0,0.0,0.0,7.0967213784947605,34.741905532080416,25.74689331361333
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,0.0,0.0,0.0,7.029087564149662,33.58571124749333,25.147701264498558
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,0.0,0.0,0.0,7.089243155027514,34.61213659975356,25.680023927804093
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,0.0,0.0,0.0,7.199678345691172,36.578682316343766,26.68339710684883
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,0.0,0.0,0.0,7.302496423727326,38.50973902793941,27.648834727631293
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,0.0,0.0,0.0,7.947325027016463,53.16954015223378,34.455614900358476
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,0.0,0.0,0.0,7.097548850614793,34.75629439396553,25.754301966017145
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,0.0,0.0,0.0,6.934397209928558,32.03123475609393,24.329559290457325
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,0.0,0.0,0.0,6.9865664594064265,32.87856444554719,24.77734983968316
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,0.0,0.0,0.0,6.9985096422506015,33.075670817082454,24.880882143204307
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,0.0,0.0,0.0,7.218176838403408,36.91882988394946,26.85483951117109
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,0.0,0.0,0.0,7.189922170745808,36.40054944640259,26.593371498303625
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,0.0,0.0,0.0,7.512071245835466,42.76680956068619,29.714229517933237
604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,0.0,0.0,0.0,7.302496423727326,38.50973902793941,27.648834727631293
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,0.0,0.0,0.0,6.897704943128636,31.448370387032774,24.01890832290021
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,0.0,0.0,0.0,6.841615476477592,30.577769702841312,23.55078544098242
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,0.0,0.0,0.0,7.071573364211532,34.307433596816885,25.522635023847318
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,0.0,0.0,0.0,7.067319848653476,34.23448553724738,25.484876077974715
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,0.0,0.0,0.0,7.2682230211595655,37.8549864614954,27.32360299406061
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,0.0,0.0,0.0,7.763446388727362,48.49742261192856,32.37455453774456
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,0.0,0.0,0.0,7.868636894184167,51.11751167652823,33.550570443356
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,0.6931471805599453,1.0,0.019912573119965735,7.583756300707112,44.328320518603,30.451945640037216
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,0.0,0.0,0.0,6.7661917146603505,29.444863728670914,22.9339479426979
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,0.0,0.0,0.0,6.725033642166843,28.844410203711913,22.60335638258105
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,0.0,0.0,0.0,6.416732282512326,24.71841418861655,20.25623441169297
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,0.0,0.0,0.0,6.952728644624869,32.32645975048923,24.48608411553586
617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,0.0,0.0,0.0,7.351158226430694,39.45883931389772,28.116557236151586
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,0.0,0.0,0.0,7.852050207265889,50.695167422546305,33.36258674728241
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,0.0,0.0,0.0,7.020190708311925,33.436506994600975,25.069808311046028
620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,0.0,0.0,0.0,6.976348070447749,32.71085446759225,24.68907197488354
621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,0.0,0.0,0.0,6.957497370876951,32.4037034920393,24.526947836663872
622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,0.0,0.0,0.0,6.961296045910167,32.46536616149585,24.5595421809412
623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,0.0,0.0,0.0,7.22983877815125,37.134889255254286,26.963425840573233
624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,0.0,0.0,0.0,8.058643712215618,56.213877290220786,35.77412324075264
625,2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,0.0,0.0,0.0,7.681099001536359,46.54030511288038,31.480217470137923
626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,0.0,0.0,0.0,6.930494765951626,31.96873472629156,24.296352132689563
627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,0.0,0.0,0.0,5.918893854273146,19.261360284258224,16.907768516483628
628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,0.0,0.0,0.0,6.670766320845874,28.071337695236398,22.173842448218085
629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,0.0,0.0,0.0,6.84587987526405,30.643106892089126,23.586091980322703
630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,0.0,0.0,0.0,7.1316985104669115,35.35533905932738,26.061713459481453
631,2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,0.0,0.0,0.0,7.829232537543592,50.11985634456667,33.10555340322016
632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,0.0,0.0,0.0,7.805882040228621,49.53786430600334,32.844386624403406
633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,0.0,0.0,0.0,6.90975328164481,31.63858403911275,24.12052627275027
